	Long	Lat	Elevation	Elev_Range	Temp	Temp_Seas	Prec	Prec_Seas
528	-6660188.165	-86799.952	35.802	13.147	25.609	43.95	3296.23	15.082
529	-6563701.885	-86799.952	30.39	7.494	25.747	43.213	3188.155	15.479
530	-6467215.605	-86799.952	28.462	10.29	26.051	40.974	2746.845	18.476
531	-6370729.325	-86799.952	26.144	5.402	26.393	35.109	2366.097	23.27
532	-6274243.044	-86799.952	23.888	7.74	26.489	31.878	2524.525	25.079
533	-6177756.764	-86799.952	21.879	7.702	26.387	32.083	2568.415	27.785
534	-6081270.484	-86799.952	19.498	7.507	26.259	33.289	2464.993	32.023
535	-5984784.204	-86799.952	20.198	8.741	26.436	34.405	2577.773	33.442
536	-5888297.923	-86799.952	24.789	13.153	26.578	39.034	2341.604	33.763
537	-5791811.643	-86799.952	35.866	26.286	26.429	45.567	2239.039	37.285
538	-5695325.363	-86799.952	36.971	25.587	26.485	52.04	2248.396	43.979
539	-5598839.083	-86799.952	38.91	26.275	26.466	56.742	2374.996	48.164
540	-5502352.802	-86799.952	32.681	29.483	26.642	59.931	2561.784	49.743
541	-5405866.522	-86799.952	44.373	42.393	26.08	61.326	2484.89	48.987
542	-5309380.242	-86799.952	58.922	32.307	25.135	62.112	2289.301	52.744
543	-5212893.962	-86799.952	55.171	40.699	25.117	62.399	2207.793	59.51
544	-5116407.681	-86799.952	38.945	56.719	25.753	61.329	2114.541	56.666
545	-4988063.652	-112007.625	18.546	44.304	26.296	58.224	2418.821	52.619
546	-4826948.841	-86799.952	12.127	10	26.514	56.356	2627.997	64.296
547	-4692996.048	-110877.232	12.492	227.818	26.974	67.122	2911.713	73.958
548	-4630316.302	-107277.158	17.217	30.479	26.4	49.999	2623.484	75.469
549	-4531956.889	-109284.968	22.085	246.801	26.241	48.05	2408.346	79.996
550	-7791954.777	-236602.852	58.593	177.882	23.389	127.346	583.555	120.623
551	-7625050.968	-214340.778	145.45	194.211	14.449	49.272	1163.15	64.931
553	-7432078.407	-214340.778	56.628	19.767	24.748	48.347	3652.089	17.535
554	-7335592.127	-214340.778	46.63	7.804	25.476	53.354	3221.481	18.988
555	-7239105.847	-214340.778	42.555	9.708	25.713	59.631	3101.69	18.708
556	-7142619.567	-214340.778	40.598	6.576	25.906	59.105	3049.673	15.972
557	-7046133.286	-214340.778	38.939	7.603	26.063	54.837	2781.421	14.697
558	-6949647.006	-214340.778	36.24	7.142	26.193	50.04	2871.566	16.689
559	-6853160.726	-214340.778	35.09	6.658	26.199	45.249	3053.211	18.596
560	-6756674.446	-214340.778	34.69	10.476	26.048	41.286	3174.215	17.262
561	-6660188.165	-214340.778	32.543	9.605	25.884	40.351	3329.221	14.248
562	-6563701.885	-214340.778	29.819	8.257	25.918	38.208	3201.111	14.417
563	-6467215.605	-214340.778	26.905	8.32	26.196	34.882	3007.479	18.012
564	-6370729.325	-214340.778	23.744	7	26.493	30.157	2839.931	21.263
565	-6274243.044	-214340.778	24.963	6.502	26.485	27.103	2996.072	21.33
566	-6177756.764	-214340.778	24.341	3.871	26.342	26.549	2785.24	23.323
567	-6081270.484	-214340.778	22.276	5.513	26.24	27.478	2615.204	25.703
568	-5984784.204	-214340.778	20.128	14.055	26.385	29.879	2532.161	29.761
569	-5888297.923	-214340.778	25.067	15.129	26.46	36.443	2485.076	34.514
570	-5791811.643	-214340.778	30.067	18.789	26.508	46.541	2412.365	37.777
571	-5695325.363	-214340.778	31.663	21.52	26.585	53.532	2262.548	47.34
572	-5598839.083	-214340.778	31.01	23.926	26.691	59.723	2280.079	53.041
573	-5502352.802	-214340.778	25.826	29.999	26.827	64.534	2440.631	57.258
574	-5405866.522	-214340.778	16.813	28.143	26.916	65.619	2194.4	60.901
575	-5309380.242	-214340.778	21.312	64.617	26.473	64.609	1864.867	64.257
576	-5212893.962	-214340.778	21.312	64.617	26.331	66.431	1751.15	69.895
577	-5095797.922	-207890.931	17.428	35.769	26.341	58.25	1847.615	64.028
578	-4812682.003	-232358.362	15.695	144.441	26.24	42.134	2527.684	64.136
579	-4718969.404	-215792.63	15.516	154.87	26.391	40.748	2559.505	68.868
580	-4653944.954	-207941.701	17.83	13.639	26.209	42.551	2332.203	70.147
581	-4537490	-214340.778	23.008	15.559	26.038	44.042	2212.411	71.628
582	-4411196.309	-193455.972	18.626	16.808	26.264	42.542	2416.692	72.559
583	-4327306.58	-240204.668	16.143	77.471	26.493	36.86	1764.297	87.938
584	-7625050.968	-341818.059	160.645	177.026	12.878	49.928	1054.368	41.136
585	-7528564.688	-341818.059	84.969	120.805	22.545	44.797	2366.502	21.65
586	-7432078.407	-341818.059	50.565	13.268	25.693	41.519	2826.26	14.373
587	-7335592.127	-341818.059	46.207	11.549	25.823	44.242	2774.739	14.593
588	-7239105.847	-341818.059	41.959	9.759	25.818	52.12	3005.261	11.719
589	-7142619.567	-341818.059	37.582	8.092	26.027	49.926	3286.431	11.641
590	-7046133.286	-341818.059	36.632	8.62	26.144	47.054	3123.472	15.443
591	-6949647.006	-341818.059	35.791	7.524	26.217	45.711	3004.198	18.037
592	-6853160.726	-341818.059	33.926	8.057	26.37	42.059	3070.505	20.653
593	-6756674.446	-341818.059	32.924	10.992	26.43	39.119	3053.587	18.303
594	-6660188.165	-341818.059	31.235	12.911	26.059	38.189	3277.655	14.974
595	-6563701.885	-341818.059	28.974	10.316	26.006	35.636	3054.437	18.024
596	-6467215.605	-341818.059	25.348	8.595	26.333	31.57	2990.457	19.723
597	-6370729.325	-341818.059	24.562	8.495	26.58	27.973	2960.053	22.581
598	-6274243.044	-341818.059	22.443	8.928	26.66	24.85	3227.216	22.476
599	-6177756.764	-341818.059	23.502	6.39	26.513	24.692	2725.583	25.377
600	-6081270.484	-341818.059	23.029	5.009	26.395	26.14	2613.214	29.028
601	-5984784.204	-341818.059	22.059	6.676	26.458	28.525	2653.587	36.488
602	-5888297.923	-341818.059	20.774	16.792	26.578	36.788	2420.66	44.924
603	-5791811.643	-341818.059	24.631	22.79	26.59	47.916	2327.455	43.835
604	-5695325.363	-341818.059	23.65	25.755	26.758	54.951	2236.581	47.566
605	-5598839.083	-341818.059	15.571	22.658	27.086	61.172	2113.428	52.633
606	-5502352.802	-341818.059	16.336	21.928	27.078	66.361	2345.027	50.86
607	-5405866.522	-341818.059	27.694	28.967	26.528	63.191	2046.567	59.973
608	-5309380.242	-341818.059	25.015	35.408	26.085	61.651	1866.636	66.325
609	-5212893.962	-341818.059	34.419	38.873	25.631	56.026	1727.302	67.991
610	-5116407.681	-341818.059	35.098	23.433	25.808	54.551	1802.609	68.333
611	-5019921.401	-341818.059	26.402	29.548	26.13	55.254	2107.471	68.527
612	-4916550.929	-317523.812	23.924	13.763	26.022	46.987	2414.225	70.305
613	-4788917.427	-325592.534	19.453	18.065	26.319	42.814	2476.032	74.299
614	-4736105.042	-337745.933	21.326	16.661	26.378	41.473	2345.927	74.009
615	-4633976.28	-341818.059	25.854	22.224	26.176	41.376	2092.975	74.912
616	-4537490	-341818.059	31.761	17.27	25.922	42.529	1999.056	72.959
617	-4441003.72	-341818.059	23.444	22.838	26.207	45.448	2129.624	73.059
618	-4311740.34	-357280.657	12.71	26.719	26.686	44.445	1912.127	79.599
619	-4145800.011	-341947.047	21.561	25.554	27.171	58.276	1578.464	95.076
620	-4052834.473	-367863.219	19.289	29.324	27.264	60.298	1305.642	103.718
621	-3968073.567	-382562.836	20.695	46.718	27.428	71.752	1145.91	115.6
622	-3864161.701	-382839.278	19.776	22.641	27.266	63.959	1150.764	116.309
623	-7796306.67	-496663.258	64.308	230.347	23.885	149.801	263.252	139.498
624	-7729140.389	-456982.454	86.428	167.952	22.672	65.979	700.102	111.351
625	-7625050.968	-469193.998	136.78	89.476	17.605	34.833	1157.271	32.725
626	-7528564.688	-469193.998	77.038	97.563	24.236	33.702	2135.084	17.642
627	-7432078.407	-469193.998	42.875	8.692	26.636	30.296	2296.751	13.505
628	-7335592.127	-469193.998	40.705	7.71	26.372	37.233	2269.986	12.962
629	-7239105.847	-469193.998	36.56	8.763	26.126	48.922	2612.867	10.925
630	-7142619.567	-469193.998	36.404	8.304	26.182	44.021	2791.665	14.201
631	-7046133.286	-469193.998	33.635	7.868	26.134	43.851	2882.014	22.033
632	-6949647.006	-469193.998	33.245	7.538	26.228	44.181	2919.984	22.523
633	-6853160.726	-469193.998	32.34	9.441	26.424	41.497	2906.508	22.223
634	-6756674.446	-469193.998	32.277	10.579	26.646	39.978	2795.373	23.66
635	-6660188.165	-469193.998	31.977	12.728	26.189	38.123	2586.761	24.649
636	-6563701.885	-469193.998	30.037	10.827	26.049	35.17	2718.865	25.027
637	-6467215.605	-469193.998	29.222	5.997	26.257	31.972	2796.165	27.658
638	-6370729.325	-469193.998	28.151	6.932	26.473	28.808	2778.197	31.361
639	-6274243.044	-469193.998	26.296	10.099	26.614	27.129	2515.277	31.47
640	-6177756.764	-469193.998	22.709	10.309	26.598	26.268	2240.055	33.574
641	-6081270.484	-469193.998	20.064	10.02	26.559	28.091	2445.623	34.561
642	-5984784.204	-469193.998	18.194	10.865	26.688	28.486	2662.708	39
643	-5888297.923	-469193.998	17.501	9.468	26.814	35.799	2388.765	43.575
644	-5791811.643	-469193.998	17.815	8.368	26.89	45.891	2194.623	43.857
645	-5695325.363	-469193.998	16.604	12.427	27.037	52.689	2241.168	46.154
646	-5598839.083	-469193.998	19.924	18.464	27.033	56.795	2211.385	46.238
647	-5502352.802	-469193.998	27.572	17.715	26.769	60.038	2254.83	49.648
648	-5405866.522	-469193.998	30.383	25.233	26.423	59.75	2018.62	54.308
649	-5309380.242	-469193.998	38.214	44.499	25.8	55.406	1860.596	59.491
650	-5212893.962	-469193.998	44.974	29.807	25.28	51.579	1699.114	66.131
651	-5116407.681	-469193.998	42.392	15.998	25.292	49.813	1762.151	70.271
652	-5019921.401	-469193.998	38.971	20.856	25.171	48.985	2176.725	70.031
653	-4923435.121	-469193.998	35.449	20.275	25.625	48.6	2024.346	77.362
654	-4826948.841	-469193.998	30.411	20.366	26.381	49.702	2205.884	78.151
655	-4730462.56	-469193.998	31.932	15.572	26.43	47.185	2135.535	76.661
656	-4633976.28	-469193.998	39.601	19.126	25.97	42.854	1881.03	76.848
657	-4537490	-469193.998	39.706	22.25	25.813	44.962	1690.657	78.886
658	-4441003.72	-469193.998	26.455	36.428	26.347	56.366	1668.559	82.999
659	-4327208.098	-450742.157	14.356	16.637	27.19	68.764	1726.782	86.031
660	-4248031.159	-469193.998	24.226	17.091	27.119	80.222	1805.641	88.61
661	-4151544.879	-469193.998	28.577	13.397	27.037	84.791	1661.94	90.081
662	-4055058.599	-469193.998	30.414	37.167	26.84	83.684	1403.571	96.708
663	-3958572.318	-469193.998	56.399	68.429	25.093	77.934	1123.47	111.907
664	-3862086.038	-469193.998	40.583	49.715	26.207	65.609	883.547	114.7
665	-3757354.137	-463771.008	31.623	73.272	26.064	59.779	1084.59	104.368
666	-7818781.482	-617078.558	54.807	235.495	23.19	221.437	105.217	146.717
667	-7721537.248	-596430.819	99.247	148.868	21.04	91.297	573.181	130.493
668	-7625050.968	-596430.819	128.816	97.646	18.772	31.036	1324.855	35.215
669	-7528564.688	-596430.819	70.246	66.449	25.037	35.953	2066.061	17.086
670	-7432078.407	-596430.819	40.774	49.854	26.857	28.572	2230.64	16.528
671	-7335592.127	-596430.819	36.207	6.636	26.873	30.759	2273.269	19.304
672	-7239105.847	-596430.819	34.03	4.001	26.698	38.23	2393.447	20.83
673	-7142619.567	-596430.819	34.11	8.89	26.517	41.589	2475.8	22.072
674	-7046133.286	-596430.819	37.263	9.862	26.068	43.344	2645.77	27.685
675	-6949647.006	-596430.819	35.106	9.679	26.057	43.648	2697.162	26.306
676	-6853160.726	-596430.819	34.327	8.35	26.187	42.629	2593.197	24.12
677	-6756674.446	-596430.819	34.628	14.897	26.251	41.552	2577.659	31.395
678	-6660188.165	-596430.819	36.405	8.689	26.048	38.771	2645.511	33.151
679	-6563701.885	-596430.819	33.726	8.519	26.029	36.905	2643.614	33.058
680	-6467215.605	-596430.819	30.132	8.463	26.212	34.191	2600.441	36.777
681	-6370729.325	-596430.819	30.061	6.461	26.332	30.362	2538.938	40.166
682	-6274243.044	-596430.819	28.082	5.578	26.458	27.798	2381.156	40.078
683	-6177756.764	-596430.819	25.169	10.589	26.516	27.41	2395.324	40.364
684	-6081270.484	-596430.819	22.014	8	26.613	27.858	2420.78	41.002
685	-5984784.204	-596430.819	21.576	10.826	26.821	28.586	2478.566	41.405
686	-5888297.923	-596430.819	20.473	5.993	26.98	34.529	2436.086	43.024
687	-5791811.643	-596430.819	20.006	8.398	27.018	41.048	2226.629	41.921
688	-5695325.363	-596430.819	24.497	12.94	26.981	46.42	2231.238	45.939
689	-5598839.083	-596430.819	30.168	19.594	26.867	49.681	2356.446	52.9
690	-5502352.802	-596430.819	34.65	21.543	26.605	52.399	2273.463	50.531
691	-5405866.522	-596430.819	39.293	38.101	26.229	52.688	2219.553	52.868
692	-5309380.242	-596430.819	48.607	18.731	25.447	48.651	2002.935	61.308
693	-5212893.962	-596430.819	44.666	11.572	25.291	44.885	1742.932	67.359
694	-5116407.681	-596430.819	44.682	19.019	25.017	41.918	1701.961	68.393
695	-5019921.401	-596430.819	45.969	11.199	24.76	39.948	1864.236	70.44
696	-4923435.121	-596430.819	43.947	14.35	25.241	42.469	1849.98	75.039
697	-4826948.841	-596430.819	37.713	18.68	26.108	50.695	1911.272	74.674
698	-4730462.56	-596430.819	37.708	24.62	26.368	53.963	1842.349	75.604
699	-4633976.28	-596430.819	48.152	24.7	25.68	47.124	1633.676	78.612
700	-4537490	-596430.819	49.78	21.435	25.419	49.075	1405.624	81.65
701	-4441003.72	-596430.819	47.779	33.939	25.612	64.036	1304.536	86.713
702	-4344517.439	-596430.819	32.331	35.103	26.845	89.767	1531.465	92.713
703	-4248031.159	-596430.819	32.585	15.639	26.985	103.786	1476.69	92.312
704	-4151544.879	-596430.819	33.828	19.059	27.006	108.887	1552.814	94.81
705	-4055058.599	-596430.819	44.208	41.649	26.297	98.888	1318.721	103.633
706	-3958572.318	-596430.819	61.438	43.838	24.913	84.948	867.516	111.808
707	-3862086.038	-596430.819	62.343	40.722	25.019	72.196	748.367	109.2
708	-3765599.758	-596430.819	42.176	43.134	26.239	62.213	865.753	102.129
709	-3656017.778	-595283.29	24.149	28.508	26.904	64.153	909.358	107.618
710	-3571931.867	-632910.163	23.205	61.784	26.999	75.778	751.21	110.814
711	-7802004.344	-741710.093	55.725	251.187	22.547	261.856	34.756	149.428
712	-7721537.248	-723490.783	63.6	151.102	21.987	178.88	236.974	156.195
713	-7625050.968	-723490.783	126.259	107.537	18.718	48.997	910.99	40.924
714	-7528564.688	-723490.783	139.144	88.386	18.298	41.847	1195.031	23.265
715	-7432078.407	-723490.783	89.823	111.05	23.397	33.719	1693.505	21.048
716	-7335592.127	-723490.783	41.405	23.798	26.903	31.695	2163.093	27.014
717	-7239105.847	-723490.783	35.15	9.091	26.891	35.508	2303.902	28.9
718	-7142619.567	-723490.783	35.838	10.393	26.457	41.43	2357.943	26.146
719	-7046133.286	-723490.783	39.83	8.206	25.893	44.316	2577.963	31.791
720	-6949647.006	-723490.783	38.954	8.243	25.754	44.403	2612.508	31.992
721	-6853160.726	-723490.783	38.422	9.748	25.819	42.789	2551.125	33.022
722	-6756674.446	-723490.783	39.859	11.891	25.821	41.636	2574.319	38.57
723	-6660188.165	-723490.783	38.473	9.366	25.836	41.13	2702.775	41.923
724	-6563701.885	-723490.783	34.845	9.594	25.908	40.089	2622.394	43.828
725	-6467215.605	-723490.783	33.262	6.155	26.037	37.341	2596.579	46.302
726	-6370729.325	-723490.783	30.891	6.621	26.201	33.008	2692.031	46.812
727	-6274243.044	-723490.783	27.532	8.579	26.365	29.734	2707.076	44.842
728	-6177756.764	-723490.783	23.916	7.718	26.477	28.926	2427.46	46.161
729	-6081270.484	-723490.783	24.164	8.326	26.57	29.1	2275.221	47.407
730	-5984784.204	-723490.783	24.238	5.916	26.831	30.441	2217.924	46.85
731	-5888297.923	-723490.783	22.706	6.725	27.068	33.959	2495.629	48.727
732	-5791811.643	-723490.783	24.225	13.719	26.993	37.061	2353.283	49.932
733	-5695325.363	-723490.783	31.991	17.538	26.842	40.637	2231.841	52.076
734	-5598839.083	-723490.783	39.199	12.316	26.66	43.257	2270.869	56.138
735	-5502352.802	-723490.783	39.617	19.934	26.53	44.298	2310.412	56.159
736	-5405866.522	-723490.783	45.43	25.64	26.056	44.355	2538.995	59.307
737	-5309380.242	-723490.783	50.446	14.349	25.526	42.533	2211.652	63.165
738	-5212893.962	-723490.783	49.424	11.536	25.245	39.022	1916.38	66.014
739	-5116407.681	-723490.783	47.616	14.681	24.966	35.353	1872.778	66.162
740	-5019921.401	-723490.783	50.137	19.203	24.717	34.203	1864.535	66.149
741	-4923435.121	-723490.783	52.561	34.069	24.884	38.693	1852.779	66.786
742	-4826948.841	-723490.783	46.692	39.989	25.668	50.206	1830.027	66.186
743	-4730462.56	-723490.783	38.355	23.792	26.291	54.855	1683.344	69.639
744	-4633976.28	-723490.783	40.865	19.865	25.838	46.627	1549.782	75.94
745	-4537490	-723490.783	48.937	18.481	25.181	50.051	1356.576	75.929
746	-4441003.72	-723490.783	48.526	19.948	25.404	69.324	1138.041	82.123
747	-4344517.439	-723490.783	46.649	23.659	25.961	96.873	1190.318	84.185
748	-4248031.159	-723490.783	45.252	22.737	26.261	111.402	1238.158	85.15
749	-4151544.879	-723490.783	42.681	24.192	26.486	112.134	1404.862	88.838
750	-4055058.599	-723490.783	46.225	30.307	26.27	103.717	1146.932	99.67
751	-3958572.318	-723490.783	69.812	30.526	24.544	92.066	789.922	111.189
752	-3862086.038	-723490.783	64.541	28.771	25.267	90.833	717.942	102.702
753	-3765599.758	-723490.783	45.315	45.175	26.936	85.84	820.616	102.506
754	-3669113.478	-723490.783	39.723	43.825	26.719	91.027	820.192	107.978
755	-3572627.197	-723490.783	37.023	57.635	26.598	99.435	701.373	109.254
756	-3476140.917	-723490.783	40.553	56.538	25.155	114.299	688.611	87.175
759	-7528564.688	-850336.186	164.096	74.757	14.339	38.02	1036.3	46.122
760	-7432078.407	-850336.186	100.034	102.276	22.249	39.999	1275.603	29.671
761	-7335592.127	-850336.186	66.488	60.384	25.881	37.555	1778.856	28.125
762	-7239105.847	-850336.186	42.021	29.065	26.711	36.451	1995.328	32.106
763	-7142619.567	-850336.186	46.217	29.971	25.957	43.175	2263.38	33.152
764	-7046133.286	-850336.186	44.802	9.215	25.47	48.196	2428.175	37.014
765	-6949647.006	-850336.186	43.451	7.395	25.293	48.839	2488.231	36.923
766	-6853160.726	-850336.186	42.493	10.14	25.353	46.365	2440.881	39.534
767	-6756674.446	-850336.186	40.338	10.889	25.526	45.044	2433.167	46.123
768	-6660188.165	-850336.186	38.667	8.949	25.548	47.231	2416.428	48.966
769	-6563701.885	-850336.186	37.023	9.146	25.638	46.907	2398.44	52.693
770	-6467215.605	-850336.186	34.765	7.584	25.831	42.86	2474.878	52.358
771	-6370729.325	-850336.186	31.787	7.09	26.075	37.484	2685.117	51.51
772	-6274243.044	-850336.186	27.282	8.812	26.268	33.281	2753.673	51.131
773	-6177756.764	-850336.186	27.567	5.889	26.199	33.95	2330.376	54.727
774	-6081270.484	-850336.186	24.716	8.365	26.26	35.988	2195.837	53.469
775	-5984784.204	-850336.186	25.231	11.206	26.471	33.938	2306.944	53.029
776	-5888297.923	-850336.186	27.27	8.528	26.624	33.348	2519.712	54.05
777	-5791811.643	-850336.186	34.746	20.524	26.497	34.959	2173.736	55.189
778	-5695325.363	-850336.186	36.123	17.329	26.503	35.609	2121.246	58.721
779	-5598839.083	-850336.186	40.736	22.589	26.408	36.238	2258.985	61.827
780	-5502352.802	-850336.186	48.735	22.748	26.055	38.32	2212.22	62.358
781	-5405866.522	-850336.186	50.013	10.658	25.958	42.466	2217.502	64.608
782	-5309380.242	-850336.186	51.018	11.886	25.757	42.251	2229.424	66.797
783	-5212893.962	-850336.186	51.744	10.986	25.399	36.778	2080.457	66.299
784	-5116407.681	-850336.186	52.498	17.804	24.976	31.688	2008.787	63.875
785	-5019921.401	-850336.186	50.74	21.968	24.832	30.281	1986.744	62.739
786	-4923435.121	-850336.186	56.659	25.714	24.748	36.58	1961.417	59.816
787	-4826948.841	-850336.186	51.25	39.97	25.38	48.093	1879.053	60.068
788	-4730462.56	-850336.186	43.374	19.614	25.838	51.45	1708.89	64.701
789	-4633976.28	-850336.186	48.521	22.525	25.388	53.723	1669.462	70.752
790	-4537490	-850336.186	55.97	29.113	24.906	59.999	1432.27	73.23
791	-4441003.72	-850336.186	61.907	22.907	24.833	75.687	1234.68	77.474
792	-4344517.439	-850336.186	57.882	22.243	25.413	99.176	1229.88	77.575
793	-4248031.159	-850336.186	52.392	24.594	25.927	115.959	1165.152	81.432
794	-4151544.879	-850336.186	45.638	21.265	26.43	118.291	1134.348	86.335
795	-4055058.599	-850336.186	55.88	29.486	25.866	101.097	956.936	94.195
796	-3958572.318	-850336.186	70.438	35.032	24.955	100.576	708.415	103.998
797	-3862086.038	-850336.186	70.43	42.967	24.805	108.288	796.831	102.138
798	-3765599.758	-850336.186	59.03	37.868	25.689	111.657	955	101.758
799	-3669113.478	-850336.186	54.615	40.137	25.817	112.719	881.066	108.601
800	-3572627.197	-850336.186	59.966	49.61	25.05	111.999	629.519	112.542
801	-3476140.917	-850336.186	61.764	51.281	23.472	128.356	681.106	79.067
802	-3377987.231	-862318.011	29.879	29.21	25.386	114.875	1344.297	62.042
805	-7432078.407	-976929.376	125.29	130.487	19.128	32.651	1477.774	41.23
806	-7335592.127	-976929.376	80.56	85.633	24.869	29.598	2206.394	30.773
807	-7239105.847	-976929.376	42.485	20.181	26.577	33.678	1961.426	33.627
808	-7142619.567	-976929.376	49.97	20.066	25.662	48.58	1998.039	39.766
809	-7046133.286	-976929.376	46.587	7.048	25.227	54.317	2152.644	45.933
810	-6949647.006	-976929.376	47.466	11.018	24.939	55.251	2080.198	46.894
811	-6853160.726	-976929.376	47.152	10.753	24.853	55.224	2187.244	45.848
812	-6756674.446	-976929.376	42.943	7.181	24.995	57.01	2281.499	50.573
813	-6660188.165	-976929.376	42.236	8.277	25.015	60.939	2273.582	53.826
814	-6563701.885	-976929.376	39.854	9.204	25.241	59.756	2151.893	57.224
815	-6467215.605	-976929.376	35.228	8.222	25.674	52.827	2218.323	56.692
816	-6370729.325	-976929.376	32.347	8.592	25.981	45.362	2332.896	58.131
817	-6274243.044	-976929.376	29.457	7.822	26.105	40.209	2397.296	56.694
818	-6177756.764	-976929.376	28.789	5.176	25.922	39.869	2302.436	60.883
819	-6081270.484	-976929.376	26.899	7.552	25.792	41.341	2216.413	60.601
820	-5984784.204	-976929.376	30.028	11.388	25.863	37.214	2300.936	62.023
821	-5888297.923	-976929.376	32.142	11.057	26.004	34.596	2480.85	62.521
822	-5791811.643	-976929.376	37.873	16.326	26.01	34.002	2124.019	62.498
823	-5695325.363	-976929.376	42.279	16.772	25.987	34.053	2054.878	64.418
824	-5598839.083	-976929.376	39.21	18.286	26.199	33.868	2191.01	65.125
825	-5502352.802	-976929.376	55.703	33.569	25.671	40.656	2182.456	65.327
826	-5405866.522	-976929.376	54.676	25.538	25.93	48.842	2132.94	67.553
827	-5309380.242	-976929.376	52.864	13.583	26.062	49.562	2172.786	68.678
828	-5212893.962	-976929.376	55.611	16.088	25.576	40.94	2069.915	67.472
829	-5116407.681	-976929.376	54.429	11.54	25.289	33.229	2016.118	66.663
830	-5019921.401	-976929.376	61.998	26.627	24.65	31.389	1997.84	65.949
831	-4923435.121	-976929.376	58.437	22.343	24.92	36.19	1959.273	65.06
832	-4826948.841	-976929.376	47.329	28.3	25.69	46.401	1898.68	65.501
833	-4730462.56	-976929.376	47.399	21.964	25.739	54.326	1830.674	68.006
834	-4633976.28	-976929.376	47.31	14.001	25.776	65.704	1702.493	72.478
835	-4537490	-976929.376	54.547	23.904	25.37	73.99	1341.445	76.561
836	-4441003.72	-976929.376	59.631	22.128	25.239	83.89	1187.882	80.192
837	-4344517.439	-976929.376	63.08	22.452	25.336	99.377	1084.15	81.685
838	-4248031.159	-976929.376	60.77	28.241	25.804	104.376	978.03	84.133
839	-4151544.879	-976929.376	55.876	24.761	26.238	100.816	865.121	89.508
840	-4055058.599	-976929.376	54.53	20.005	26.577	102.277	732.012	98.838
841	-3958572.318	-976929.376	67.842	37.654	25.321	112.692	633.959	98.381
842	-3862086.038	-976929.376	74.112	32.3	23.852	134.118	695.204	91.148
843	-3765599.758	-976929.376	72.004	34.409	23.66	153.515	776.066	94.897
844	-3669113.478	-976929.376	74.114	35.314	23.076	165.885	755.828	91.272
845	-3572627.197	-976929.376	78.447	30.365	22.56	140.365	612.577	90.855
846	-3476140.917	-976929.376	64.573	49.671	22.922	137.81	679.859	68.744
847	-3374467.025	-987650.23	34.665	43.371	24.457	116.362	1385.016	62.655
849	-7432078.407	-1103232.762	172.308	136.599	12.915	41.921	978.979	56.238
850	-7335592.127	-1103232.762	91.022	85.288	23.935	26.903	2850.105	37.6
851	-7239105.847	-1103232.762	47.877	59.653	26.42	27.14	2656.962	39.497
852	-7142619.567	-1103232.762	44.012	12.981	26.011	48.048	1742.592	43.852
853	-7046133.286	-1103232.762	50.47	9.772	25.363	55.374	1836.774	50.571
854	-6949647.006	-1103232.762	53.741	8.832	24.867	59.727	1874.571	52.515
855	-6853160.726	-1103232.762	49.487	12.458	24.758	64.317	2042.738	51.237
856	-6756674.446	-1103232.762	46.634	7.68	24.669	70.789	2178.119	53.947
857	-6660188.165	-1103232.762	43.468	9.613	24.639	79.305	2196.423	55.128
858	-6563701.885	-1103232.762	40.538	10.956	24.997	74.739	2045.556	57.955
859	-6467215.605	-1103232.762	37.659	7.66	25.607	63.809	2025.553	60.82
860	-6370729.325	-1103232.762	36.248	12.416	25.931	54.041	1956.318	61.097
861	-6274243.044	-1103232.762	33.527	15.553	26.007	48.633	2025.91	60.691
862	-6177756.764	-1103232.762	30.557	13.101	25.764	46.825	2179.405	63.331
863	-6081270.484	-1103232.762	31.87	10.432	25.356	45.763	2316.099	66.495
864	-5984784.204	-1103232.762	33.399	12.373	25.422	40.931	2310.162	63.44
865	-5888297.923	-1103232.762	36.154	14.389	25.503	38.366	2276.563	67.205
866	-5791811.643	-1103232.762	36.872	11.292	25.731	37.431	2103.403	68.881
867	-5695325.363	-1103232.762	43.501	20.16	25.753	36.468	1993.944	69.477
868	-5598839.083	-1103232.762	46.922	21.716	25.888	38.213	2002.521	68.98
869	-5502352.802	-1103232.762	50.127	32.25	26.145	46.259	2083.109	68.293
870	-5405866.522	-1103232.762	61.5	31.525	25.89	58.948	2200.498	68.843
871	-5309380.242	-1103232.762	64.611	26.246	25.745	61.299	2179.23	68.601
872	-5212893.962	-1103232.762	57.314	10.561	25.847	44.372	2027.402	69.117
873	-5116407.681	-1103232.762	55.87	13.346	25.586	35.325	2029.937	70.345
874	-5019921.401	-1103232.762	59.442	24.516	25.236	34.698	1987.214	70.701
875	-4923435.121	-1103232.762	54.998	28.488	25.409	39.514	1928.738	70.865
876	-4826948.841	-1103232.762	44.014	8.415	25.891	44.32	1855.923	72.174
877	-4730462.56	-1103232.762	50.927	25.92	25.445	52.555	1793.093	73.973
878	-4633976.28	-1103232.762	50.062	11.397	25.446	64.843	1626.191	77.395
879	-4537490	-1103232.762	63.518	22.175	24.803	74.985	1364.047	80.085
880	-4441003.72	-1103232.762	65.933	23.07	24.868	86.494	1279.355	83.357
881	-4344517.439	-1103232.762	69.499	23.295	25.019	96.445	1031.375	82.743
882	-4248031.159	-1103232.762	67.248	30.665	25.467	94.502	895.65	85.397
